codigo;nome_cliente;telefones;loja;data_cadastro;data_aniversario;data_nascimento;ativo
13465;PEDRO ROCHA NASCIMENTO;48979942492;15 - Metrô Outlet;02/04/2022;11/04;11/04/1971;nao
13466;GUSTAVO OLIVEIRA DIAS;48981477893;09 - Capital Distrito;28/03/2022;03/05;03/05/1967;nao
13467;MATEUS PEREIRA CAMPOS;31981261284;02 - Vale Verde Brands;08/06/2026;;;sim
13468;MARIA ALMEIDA TEIXEIRA;47925332602;09 - Capital Distrito;26/12/2018;07/01;;sim
13469;JOSE TEIXEIRA GOMES;71944745631;14 - Baixada Outlet;06/12/2018;20/08;20/08/1975;nao
13470;ROBERTA RIBEIRO LIMA;81924583544;12 - Bairro Alto Prime;10/04/2018;10/11;;nao
13471;MARIA SILVA ARAUJO;48980880080;06 - Campo Belo Centro;05/06/2026;21/12;21/12/1966;sim
13472;GUSTAVO ALMEIDA SILVA;41911164847;08 - Riacho Outlet;03/07/2020;15/04;15/04/2006;sim
13473;DIEGO OLIVEIRA MARTINS;41929958975;06 - Campo Belo Centro;19/01/2020;19/10;;sim
13474;FERNANDA MELO ROCHA;51987847011;06 - Campo Belo Centro;25/11/2023;;;sim
13475;PATRICIA ALVES ALVES;51931549519;04 - Porto Leste Aux;08/10/2020;09/07;;sim
13476;ROBERTA NASCIMENTO MELO;31916199380;11 - Cascata Distrito;27/10/2025;;;nao
13477;ALINE OLIVEIRA RODRIGUES;81998869494;02 - Vale Verde Brands;14/05/2018;23/11;;sim
13478;ALINE RIBEIRO ALMEIDA;47992032667;12 - Bairro Alto Prime;04/04/2023;08/10;;nao
13479;LUCAS SOUZA CARVALHO;48920578190;01 - Aurora Prime;28/08/2021;12/04;12/04/1984;nao
13480;AMANDA SOUZA DIAS;71945202744;04 - Porto Leste Aux;17/09/2021;28/07;;sim
13481;MATEUS CORREIA CAMPOS;47946129423;09 - Capital Distrito;17/03/2023;15/01;;sim
13482;ANA ARAUJO CAMPOS;21975648078;03 - Monte Azul Brands;02/02/2021;20/12;;sim
13483;LARISSA BARBOSA GOMES;47994742649;03 - Monte Azul Brands;05/12/2026;;;sim
13484;HELENA RIBEIRO NASCIMENTO;47939018960;06 - Campo Belo Centro;09/07/2022;27/12;;sim
13485;FELIPE LIMA CORREIA;48969156090;09 - Capital Distrito;15/06/2026;;;sim
13486;RAFAEL DIAS MARTINS;81913629870 / 47963918680;03 - Monte Azul Brands;25/08/2019;;;sim
13487;MARIA FERREIRA RIBEIRO;41943716911 / 47973292879;15 - Metrô Outlet;14/02/2020;;;sim
13488;CARLOS RODRIGUES PEREIRA;71930498919;06 - Campo Belo Centro;25/08/2021;07/12;;sim
13489;LETICIA ALVES ARAUJO;41987796914;14 - Baixada Outlet;25/12/2023;24/09;;sim
13490;JESSICA CARVALHO RIBEIRO;71928842767;08 - Riacho Outlet;15/10/2019;;;sim
13491;BEATRIZ OLIVEIRA ARAUJO;81935546137;07 - Serra Alta Porto;28/10/2023;07/06;07/06/1963;sim
13492;MARCOS ALVES GOMES;51986871646;08 - Riacho Outlet;12/04/2019;11/08;11/08/2004;nao
13493;DANIELA GOMES CORREIA;48998171863;07 - Serra Alta Porto;01/06/2019;20/04;;sim
13494;CAMILA ALVES OLIVEIRA;61921998925;07 - Serra Alta Porto;12/11/2022;18/11;18/11/1961;sim
13495;JOSE RODRIGUES DIAS;11989524946;01 - Aurora Prime;27/01/2022;16/06;16/06/1959;sim
13496;VINICIUS MELO CASTRO;;48992107778;08/11/2018;;;sim
13497;BEATRIZ ROCHA CARDOSO;62920701387;09 - Capital Distrito;25/03/2018;08/04;;sim
13498;CARLOS MELO TEIXEIRA;47911418948 / 62948553687;04 - Porto Leste Aux;10/08/2020;03/01;03/01/1993;sim
13499;MATEUS ROCHA SANTOS;61947762002;12 - Bairro Alto Prime;11/05/2020;02/01;;nao
13500;JULIA RIBEIRO RIBEIRO;85969695004;10 - Marina Brands;14/04/2026;08/07;08/07/2007;sim
13501;ISABELA GOMES ALVES;81969242183;15 - Metrô Outlet;26/09/2019;19/12;19/12/1993;sim
13502;LUCAS CARVALHO RIBEIRO;31928767764;03 - Monte Azul Brands;05/11/2021;;;sim
13503;PAULO OLIVEIRA DIAS;61937528577;02 - Vale Verde Brands;10/02/2021;23/03;23/03/1986;nao
13504;ROBERTA RODRIGUES SANTOS;62955561129;05 - Porto Sereno Praia;07/11/2022;07/03;07/03/1993;sim
13505;MARCOS ALVES PEREIRA;62965445315;10 - Marina Brands;17/08/2024;17/03;17/03/1997;nao
13506;CARLOS SOUZA CAMPOS;31993810088;11 - Cascata Distrito;21/04/2023;06/09;06/09/1984;nao
13507;LORENA MELO ARAUJO;47938973496 / 81990223480;09 - Capital Distrito;16/04/2018;24/09;24/09/1968;nao
13508;RODRIGO CARVALHO ALVES;71943643801;01 - Aurora Prime;13/05/2021;;;nao
13509;CARLOS MARTINS MELO;62997342239;09 - Capital Distrito;15/10/2021;26/02;26/02/1988;sim
13510;BEATRIZ SILVA PEREIRA;11911127966;03 - Monte Azul Brands;25/08/2026;09/02;;sim
13511;JOAO FERREIRA CARVALHO;48943866319;09 - Capital Distrito;23/05/2021;21/05;21/05/1994;sim
13512;FELIPE CORREIA OLIVEIRA;48937750327;08 - Riacho Outlet;24/01/2026;05/03;05/03/1957;sim
13513;JOAO DIAS SANTOS;71952846188;01 - Aurora Prime;07/03/2024;03/11;;sim
13514;PATRICIA SANTOS CASTRO;85959652189;10 - Marina Brands;20/12/2026;26/01;26/01/1965;sim
13515;MARIA PEREIRA CASTRO;21966962070;10 - Marina Brands;24/01/2025;03/04;;sim
13516;CAROLINE CAMPOS CORREIA;61948465653;14 - Baixada Outlet;17/06/2020;;;sim
13517;SOFIA SILVA CASTRO;85996465000;12 - Bairro Alto Prime;25/09/2020;25/06;25/06/2005;nao
13518;AMANDA CARDOSO MARTINS;81979699144;01 - Aurora Prime;17/05/2019;;;nao
13519;JULIA ALVES ALVES;41982417610;01 - Aurora Prime;06/07/2020;20/03;;sim
13520;DANIELA CARVALHO SOUZA;85998322636;02 - Vale Verde Brands;05/07/2022;;;nao
13521;JOSE ARAUJO SOUZA;62964522200;06 - Campo Belo Centro;24/12/2018;09/12;;sim
13522;ANA OLIVEIRA GOMES;61950542156;06 - Campo Belo Centro;03/12/2022;;;sim
13523;GABRIEL CORREIA CASTRO;21964989310;11 - Cascata Distrito;19/05/2022;02/05;;sim
13524;FERNANDA ALMEIDA ROCHA;41931964134;12 - Bairro Alto Prime;26/08/2022;06/11;;nao
13525;JOSE CORREIA NASCIMENTO;71947876159;02 - Vale Verde Brands;03/04/2018;09/05;;sim
13526;FELIPE FERREIRA CARVALHO;85923529352;03 - Monte Azul Brands;05/08/2019;10/10;;sim
13527;LARISSA MARTINS LIMA;85959375144;15 - Metrô Outlet;19/10/2022;07/07;07/07/2001;sim
13528;MARIA PEREIRA ALMEIDA;85984390835;14 - Baixada Outlet;23/05/2021;13/04;13/04/1991;sim
13529;LORENA SILVA DIAS;11912840610;06 - Campo Belo Centro;12/01/2020;15/05;;sim
13530;ROBERTA TEIXEIRA ARAUJO;62981994967;02 - Vale Verde Brands;14/07/2023;12/09;;sim
13531;PATRICIA MARTINS SANTOS;11982272317;09 - Capital Distrito;07/12/2023;;;sim
13532;ANA MELO CORREIA;11986772760;05 - Porto Sereno Praia;03/12/2023;11/08;11/08/1956;sim
13533;LARISSA ROCHA CARDOSO;62963456479;03 - Monte Azul Brands;02/05/2026;;;sim
13534;ALINE SOUZA CARVALHO;41977282560;05 - Porto Sereno Praia;09/09/2026;;;sim
13535;LUCAS RODRIGUES GOMES;62959743411;10 - Marina Brands;13/03/2022;27/08;27/08/1963;nao
13536;RODRIGO NASCIMENTO NASCIMENTO;47976265534;15 - Metrô Outlet;01/11/2020;17/02;17/02/2006;sim
13537;DANIELA OLIVEIRA SILVA;62924477149;12 - Bairro Alto Prime;24/10/2024;20/09;20/09/1988;sim
13538;DANIELA MELO SOUZA;31983676500;05 - Porto Sereno Praia;05/07/2023;20/11;20/11/2005;sim
13539;GUSTAVO TEIXEIRA FERREIRA;81996212752;06 - Campo Belo Centro;14/09/2021;11/05;;sim
13540;PATRICIA GOMES SILVA;85917556091;02 - Vale Verde Brands;13/08/2025;17/09;;nao
13541;JOSE CARDOSO SOUZA;61930023502;03 - Monte Azul Brands;09/07/2022;07/08;;nao
13542;BEATRIZ DIAS GOMES;;85915430068;16/06/2019;17/03;17/03/1987;sim
13543;DIEGO CORREIA CARDOSO;51949547434;07 - Serra Alta Porto;07/09/2026;18/04;18/04/1968;nao
13544;DANIELA CARDOSO LIMA;31928007835;03 - Monte Azul Brands;07/02/2022;05/10;05/10/1991;sim
13545;LUCAS MELO CAMPOS;85939956336;14 - Baixada Outlet;06/06/2021;01/12;;sim
13546;GABRIEL SOUZA BARBOSA;11996449927;12 - Bairro Alto Prime;09/02/2025;04/10;04/10/2006;sim
13547;SOFIA CORREIA RIBEIRO;85954236748;12 - Bairro Alto Prime;09/05/2018;;;nao
13548;MARIA BARBOSA ROCHA;85935860133;12 - Bairro Alto Prime;19/02/2025;16/01;;sim
13549;MARCOS TEIXEIRA LIMA;81965252442;11 - Cascata Distrito;25/08/2020;;;nao
13550;AMANDA DIAS LIMA;81956137833;07 - Serra Alta Porto;08/06/2020;24/06;24/06/1975;nao
13551;JULIA GOMES CAMPOS;21926212655;05 - Porto Sereno Praia;28/02/2026;;;sim
13552;THIAGO TEIXEIRA CARDOSO;62962019473;12 - Bairro Alto Prime;25/12/2019;;;sim
13553;HELENA TEIXEIRA RIBEIRO;85995644638;09 - Capital Distrito;20/11/2022;06/01;06/01/1968;nao
13554;LUCAS RODRIGUES RIBEIRO;81978984803;04 - Porto Leste Aux;24/11/2020;06/12;06/12/1958;nao
13555;MATEUS OLIVEIRA CASTRO;41916472093 / 11921776870;15 - Metrô Outlet;28/12/2022;;;sim
13556;VINICIUS SILVA ALMEIDA;11913421491;08 - Riacho Outlet;25/09/2018;28/11;28/11/1995;sim
13557;MARCOS MELO CARVALHO;81935549233;13 - Rio Claro Distrito;27/04/2019;15/04;15/04/1980;sim
13558;ANA RODRIGUES SILVA;47937351790;03 - Monte Azul Brands;26/09/2022;12/10;;sim
13559;MARCOS RIBEIRO FERREIRA;51966038798;06 - Campo Belo Centro;10/09/2022;11/03;11/03/1968;sim
13560;SOFIA GOMES GOMES;31928298387;01 - Aurora Prime;06/04/2025;10/01;;sim
13561;PAULO CARVALHO CAMPOS;85911079110 / 48968354430;15 - Metrô Outlet;19/12/2024;;;sim
13562;MARIA ALMEIDA CARVALHO;41988642806;02 - Vale Verde Brands;03/10/2025;18/04;18/04/1957;nao
13563;LARISSA SANTOS PEREIRA;85961164765;01 - Aurora Prime;22/01/2022;28/10;28/10/1973;sim
13564;HELENA ROCHA CARVALHO;41917957883;15 - Metrô Outlet;21/06/2023;09/07;09/07/1993;sim
13565;RAFAEL LIMA SANTOS;11969151896;09 - Capital Distrito;07/02/2026;18/02;18/02/1968;nao
13566;ALINE SANTOS CASTRO;61975703070;06 - Campo Belo Centro;20/07/2026;06/02;06/02/1985;sim
13567;JOSE CORREIA PEREIRA;41989339409;08 - Riacho Outlet;12/08/2023;03/10;03/10/1971;nao
13568;RODRIGO CARVALHO CASTRO;61971005797;10 - Marina Brands;12/09/2023;23/06;23/06/2007;nao
13569;LUCAS ALVES CORREIA;41935166033;06 - Campo Belo Centro;10/11/2024;16/11;16/11/1955;sim
13570;GUSTAVO MELO SILVA;48913849421;07 - Serra Alta Porto;25/04/2023;16/05;;sim
13571;RODRIGO RIBEIRO PEREIRA;21916575808;09 - Capital Distrito;01/05/2026;04/01;;sim
13572;JOSE CAMPOS ALVES;31943122337;11 - Cascata Distrito;05/12/2019;11/05;11/05/1964;sim
13573;BEATRIZ NASCIMENTO PEREIRA;11946824529;14 - Baixada Outlet;18/06/2021;;;sim
13574;LUCAS ALVES CORREIA;51938173512;08 - Riacho Outlet;11/09/2022;07/11;;sim
13575;FELIPE SILVA SILVA;11976602823;11 - Cascata Distrito;09/08/2025;16/12;16/12/1967;sim
13576;VINICIUS MARTINS PEREIRA;71966538937;13 - Rio Claro Distrito;10/03/2022;13/03;13/03/1959;sim
13577;ALINE ARAUJO ALVES;48956367003;07 - Serra Alta Porto;28/09/2026;04/10;04/10/1984;sim
13578;MARIA BARBOSA CARDOSO;62985554354 / 48985907338;04 - Porto Leste Aux;20/02/2024;04/12;;nao
13579;THIAGO SOUZA GOMES;11978730130;05 - Porto Sereno Praia;03/10/2024;;;sim
13580;HELENA ARAUJO ALVES;81947800373;10 - Marina Brands;13/09/2020;17/10;;sim
13581;VINICIUS ALVES SANTOS;62994201302;08 - Riacho Outlet;12/11/2025;;;nao
13582;CAMILA TEIXEIRA DIAS;31929255101;15 - Metrô Outlet;22/12/2019;;;sim
13583;JULIA ALMEIDA BARBOSA;31920655468;04 - Porto Leste Aux;24/11/2022;27/03;;sim
13584;THIAGO ALVES OLIVEIRA;61944888054;05 - Porto Sereno Praia;27/04/2020;11/06;11/06/1978;sim
13585;BRUNA ROCHA RIBEIRO;71925742872;09 - Capital Distrito;06/02/2021;;;nao
13586;LARISSA MARTINS MARTINS;62925834691;01 - Aurora Prime;15/09/2019;28/01;28/01/1965;sim
13587;RAFAEL ARAUJO ROCHA;31925888776;01 - Aurora Prime;01/04/2023;19/10;;sim
13588;LUCAS CARVALHO SILVA;81978130779;15 - Metrô Outlet;28/11/2026;06/12;06/12/1994;sim
13589;FELIPE CARDOSO ROCHA;31927518238;06 - Campo Belo Centro;23/05/2026;20/08;20/08/1981;sim
13590;RAFAEL ALMEIDA PEREIRA;21953016774;13 - Rio Claro Distrito;10/12/2025;;;sim
13591;MARIA CARDOSO SILVA;51959734086;14 - Baixada Outlet;06/07/2019;10/05;10/05/1958;nao
13592;JOAO SOUZA CORREIA;48989823800;13 - Rio Claro Distrito;13/12/2018;16/12;;nao
13593;BRUNA SOUZA RIBEIRO;51981165378;15 - Metrô Outlet;17/04/2022;;;sim
13594;CAROLINE DIAS ALMEIDA;21940081473;04 - Porto Leste Aux;05/12/2024;;;sim
13595;MARIA MELO CAMPOS;85964439372;07 - Serra Alta Porto;09/11/2020;;;nao
13596;HELENA GOMES ARAUJO;47945764395;05 - Porto Sereno Praia;07/03/2023;12/08;12/08/1993;sim
13597;SOFIA BARBOSA SILVA;51975006143;08 - Riacho Outlet;10/03/2026;;;sim
13598;MARCOS OLIVEIRA CASTRO;85917745497;09 - Capital Distrito;21/12/2025;04/08;;sim
13599;HELENA MELO SOUZA;51998301411;14 - Baixada Outlet;28/09/2023;26/01;26/01/1963;nao
13600;BEATRIZ FERREIRA LIMA;61964241149;08 - Riacho Outlet;06/07/2026;28/11;;sim
13601;JOSE DIAS ALMEIDA;62910513489;07 - Serra Alta Porto;15/03/2018;;;sim
13602;PATRICIA ROCHA CARDOSO;85964123638;12 - Bairro Alto Prime;10/07/2022;28/06;;nao
13603;BEATRIZ ROCHA BARBOSA;61910840344;11 - Cascata Distrito;03/10/2024;09/06;09/06/1971;sim
13604;PAULO LIMA ROCHA;41981400076;02 - Vale Verde Brands;05/10/2025;;;sim
13605;BEATRIZ DIAS DIAS;11947258091;02 - Vale Verde Brands;16/04/2023;;;sim
13606;JESSICA ALVES CORREIA;71937552247;05 - Porto Sereno Praia;13/10/2018;21/02;21/02/1958;sim
13607;HELENA MARTINS MARTINS;21995536409;14 - Baixada Outlet;28/05/2026;04/12;04/12/1958;nao
13608;LARISSA DIAS CAMPOS;31913247005;02 - Vale Verde Brands;21/11/2020;10/07;10/07/1986;sim
13609;JESSICA BARBOSA SOUZA;41933043433;06 - Campo Belo Centro;25/10/2020;03/03;;nao
13610;GABRIEL MELO CARVALHO;62932872328;06 - Campo Belo Centro;10/09/2021;21/12;;nao
13611;ROBERTA ALVES RIBEIRO;62965322778;06 - Campo Belo Centro;13/10/2022;27/07;27/07/1965;sim
13612;BEATRIZ FERREIRA NASCIMENTO;62991169138;05 - Porto Sereno Praia;19/07/2022;;;sim
13613;RODRIGO ARAUJO MELO;11976216258;02 - Vale Verde Brands;10/01/2025;;;sim
13614;CARLOS LIMA ALMEIDA;85958369556;02 - Vale Verde Brands;14/07/2021;06/05;;sim
13615;CAMILA SOUZA DIAS;85911994261;01 - Aurora Prime;14/07/2025;;;sim
13616;MARIA RIBEIRO CAMPOS;61961107434;06 - Campo Belo Centro;09/07/2024;;;sim
13617;CARLOS SILVA PEREIRA;11918015743;15 - Metrô Outlet;15/07/2023;13/10;13/10/1969;sim
13618;RODRIGO SOUZA NASCIMENTO;31947684418;11 - Cascata Distrito;26/08/2018;03/06;;nao
13619;GUSTAVO GOMES NASCIMENTO;71960165178;03 - Monte Azul Brands;06/09/2025;;;sim
13620;ROBERTA FERREIRA CARDOSO;85991499845;07 - Serra Alta Porto;16/01/2026;21/08;21/08/1975;sim
13621;FELIPE SANTOS SILVA;71950292744;07 - Serra Alta Porto;15/01/2025;;;nao
13622;FELIPE NASCIMENTO SOUZA;47989891034;10 - Marina Brands;02/08/2018;07/05;07/05/2000;sim
13623;MARCOS TEIXEIRA ALMEIDA;41959363188;04 - Porto Leste Aux;03/12/2019;16/05;16/05/1965;sim
13624;GABRIEL PEREIRA CORREIA;85935057768;09 - Capital Distrito;23/04/2019;14/11;14/11/1965;sim
13625;JESSICA TEIXEIRA ALVES;;81911920413;21/02/2023;23/03;23/03/2004;nao
13626;LUCAS CARVALHO CARVALHO;47954944208 / 71929667571;13 - Rio Claro Distrito;07/02/2022;12/12;;sim
13627;ROBERTA MARTINS CARVALHO;51994308387 / 51993551383;07 - Serra Alta Porto;07/06/2022;;;sim
13628;MARIA RODRIGUES CARDOSO;31924940246 / 21922176613;01 - Aurora Prime;01/11/2021;21/12;21/12/1985;sim
13629;JESSICA ALVES PEREIRA;51979785685;10 - Marina Brands;03/10/2024;11/09;;sim
13630;CARLOS CARDOSO ALVES;61937053052;14 - Baixada Outlet;08/10/2021;;;sim
13631;BEATRIZ CORREIA ARAUJO;51911145455;10 - Marina Brands;16/06/2025;18/03;;nao
13632;ISABELA CORREIA FERREIRA;61915227783;12 - Bairro Alto Prime;17/01/2018;12/07;12/07/1999;nao
13633;FELIPE RIBEIRO DIAS;61929393543;03 - Monte Azul Brands;22/03/2018;02/01;;sim
13634;BEATRIZ TEIXEIRA ARAUJO;41965707951;07 - Serra Alta Porto;15/02/2024;18/05;18/05/1996;nao
13635;ROBERTA SILVA RODRIGUES;48983116511;11 - Cascata Distrito;28/01/2026;01/04;;sim
13636;GABRIEL CASTRO MELO;61989105955;11 - Cascata Distrito;05/05/2020;;;sim
13637;JESSICA SILVA PEREIRA;31984535261;07 - Serra Alta Porto;03/03/2019;;;sim
13638;PEDRO SANTOS ALMEIDA;71973926095;05 - Porto Sereno Praia;12/09/2020;16/06;;sim
13639;LORENA MELO PEREIRA;81970522610;13 - Rio Claro Distrito;06/05/2025;14/05;;nao
13640;DIEGO ARAUJO OLIVEIRA;51918151601;15 - Metrô Outlet;23/02/2022;16/03;16/03/1967;nao
13641;BRUNA ROCHA MARTINS;61959292047;11 - Cascata Distrito;19/06/2026;;;sim
13642;SOFIA RIBEIRO FERREIRA;31951131574;06 - Campo Belo Centro;10/01/2023;11/03;;sim
13643;JESSICA NASCIMENTO ARAUJO;51999440274;15 - Metrô Outlet;02/04/2024;20/11;20/11/1994;sim
13644;ANA DIAS ROCHA;48960788033 / 62928992261;08 - Riacho Outlet;26/04/2021;19/01;19/01/1995;sim
13645;ROBERTA CAMPOS PEREIRA;71950684211;05 - Porto Sereno Praia;06/11/2018;17/12;17/12/1974;nao
13646;DIEGO CAMPOS ALVES;62972903021;13 - Rio Claro Distrito;21/06/2024;12/07;;sim
13647;DIEGO MARTINS CAMPOS;81938890927;08 - Riacho Outlet;01/12/2024;14/03;14/03/1964;sim
13648;PATRICIA TEIXEIRA BARBOSA;11953545244;04 - Porto Leste Aux;08/01/2025;27/06;;sim
13649;GUSTAVO RODRIGUES NASCIMENTO;85982888124;01 - Aurora Prime;21/04/2022;;;sim
13650;VINICIUS PEREIRA RIBEIRO;85942698154;03 - Monte Azul Brands;16/11/2024;09/02;09/02/1970;sim
13651;VINICIUS RODRIGUES RODRIGUES;71990870947;13 - Rio Claro Distrito;23/05/2023;26/03;26/03/2001;nao
13652;SOFIA ARAUJO TEIXEIRA;48972110764;14 - Baixada Outlet;12/11/2024;06/08;;sim
13653;JESSICA CARVALHO RODRIGUES;48963398227;14 - Baixada Outlet;02/02/2026;21/11;;sim
13654;RODRIGO PEREIRA CARDOSO;48952813495;10 - Marina Brands;14/04/2023;23/02;23/02/2003;nao
13655;CAMILA CASTRO NASCIMENTO;21942172886 / 11923583139;11 - Cascata Distrito;16/12/2022;11/12;;sim
13656;MARCOS FERREIRA MARTINS;51985261258;10 - Marina Brands;01/02/2023;14/04;14/04/1980;nao
13657;DANIELA ARAUJO RIBEIRO;11998543268;05 - Porto Sereno Praia;23/09/2024;07/07;;sim
13658;PEDRO CAMPOS CARDOSO;81964368803;13 - Rio Claro Distrito;18/05/2025;14/12;14/12/1989;nao
13659;LETICIA CARDOSO FERREIRA;11978808842;04 - Porto Leste Aux;18/09/2019;17/05;;nao
13660;DANIELA ALVES PEREIRA;48980151091;15 - Metrô Outlet;12/09/2024;17/03;;sim
13661;FERNANDA LIMA DIAS;48942230342;04 - Porto Leste Aux;11/04/2023;02/09;02/09/1981;sim
13662;GUSTAVO FERREIRA CASTRO;81988969126;12 - Bairro Alto Prime;24/12/2018;12/09;;sim
13663;AMANDA ROCHA FERREIRA;61974687069 / 41974197262;06 - Campo Belo Centro;25/11/2024;23/03;23/03/1989;nao
13664;GUSTAVO SANTOS ARAUJO;51933186208;04 - Porto Leste Aux;02/11/2025;17/10;17/10/1997;sim
13665;GUSTAVO MELO ARAUJO;41968672168;04 - Porto Leste Aux;05/04/2019;05/12;05/12/1963;sim
13666;HELENA CAMPOS GOMES;47983831097;10 - Marina Brands;06/07/2024;;;sim
13667;VITORIA MELO ALVES;48970746117;05 - Porto Sereno Praia;05/01/2022;03/05;03/05/1999;sim
13668;VINICIUS ALVES CARVALHO;48994097507;04 - Porto Leste Aux;23/02/2021;04/12;04/12/1996;nao
13669;RODRIGO SOUZA ARAUJO;47963573960;12 - Bairro Alto Prime;13/06/2026;20/12;;sim
13670;BRUNA SILVA DIAS;61976449233;04 - Porto Leste Aux;18/08/2020;25/02;25/02/1988;sim
13671;MARCOS MELO CARVALHO;85947394962;09 - Capital Distrito;23/07/2022;08/10;08/10/2004;sim
13672;ISABELA ALMEIDA OLIVEIRA;61942523258;01 - Aurora Prime;24/02/2019;;;nao
13673;VINICIUS NASCIMENTO BARBOSA;31920125847;01 - Aurora Prime;27/06/2018;12/11;;sim
13674;ROBERTA TEIXEIRA MELO;51982726003;05 - Porto Sereno Praia;18/04/2020;04/02;;sim
13675;MARIA OLIVEIRA ALMEIDA;48936990068;01 - Aurora Prime;04/03/2022;16/03;;sim
13676;DANIELA ARAUJO NASCIMENTO;61924771427;01 - Aurora Prime;15/01/2022;10/10;;sim
13677;RAFAEL BARBOSA SOUZA;21967725079;15 - Metrô Outlet;25/04/2018;23/04;23/04/1963;nao
13678;PEDRO SOUZA CAMPOS;51997274140;09 - Capital Distrito;26/06/2022;02/03;02/03/2007;sim
13679;BEATRIZ CARDOSO RODRIGUES;48982679530;06 - Campo Belo Centro;17/09/2025;08/01;;sim
13680;ALINE RODRIGUES CARVALHO;51933464678;13 - Rio Claro Distrito;06/06/2025;;;sim
13681;FELIPE DIAS LIMA;62949604745;05 - Porto Sereno Praia;11/06/2024;20/08;;sim
13682;HELENA RIBEIRO CARDOSO;62988650251;12 - Bairro Alto Prime;25/04/2022;28/04;;sim
13683;MARIA DIAS SOUZA;41945210338;13 - Rio Claro Distrito;18/05/2020;;;sim
13684;RAFAEL ALMEIDA SOUZA;81956200669;08 - Riacho Outlet;03/01/2019;13/02;13/02/1973;sim
13685;FERNANDA SILVA CARVALHO;61949052842;05 - Porto Sereno Praia;06/07/2019;26/06;26/06/1968;sim
13686;LETICIA MARTINS ARAUJO;48993572310;05 - Porto Sereno Praia;01/09/2023;28/09;28/09/1977;sim
13687;PATRICIA SANTOS BARBOSA;21938078090;04 - Porto Leste Aux;16/02/2018;02/02;02/02/1965;sim
13688;FERNANDA SOUZA DIAS;21971252029;09 - Capital Distrito;03/01/2022;09/04;;sim
13689;PAULO CASTRO MELO;41927097993;09 - Capital Distrito;25/04/2024;13/05;13/05/2001;nao
13690;DIEGO SOUZA CASTRO;11987172664;02 - Vale Verde Brands;02/03/2019;;;sim
13691;ALINE MELO RODRIGUES;31922774017;07 - Serra Alta Porto;22/03/2022;18/04;18/04/1990;sim
13692;JESSICA ROCHA CARVALHO;11972318857;05 - Porto Sereno Praia;22/06/2023;23/10;;sim
13693;GUSTAVO CORREIA FERREIRA;47968425791;14 - Baixada Outlet;11/12/2025;20/06;20/06/1975;sim
13694;VITORIA CARDOSO OLIVEIRA;61957710970 / 47917117162;03 - Monte Azul Brands;16/10/2018;10/12;;sim
13695;ALINE ARAUJO ALVES;11952110877;05 - Porto Sereno Praia;23/10/2022;17/12;17/12/2007;sim
13696;PEDRO CASTRO RODRIGUES;81937538986;06 - Campo Belo Centro;17/06/2021;17/01;;sim
13697;JOSE GOMES SILVA;47986278351;14 - Baixada Outlet;08/08/2025;13/07;;sim
13698;GABRIEL NASCIMENTO OLIVEIRA;51923178983;10 - Marina Brands;09/06/2022;;;sim
13699;CAMILA NASCIMENTO CARVALHO;51963571477;11 - Cascata Distrito;24/06/2023;28/09;28/09/1998;sim
13700;JOSE MARTINS ALVES;21999669732;03 - Monte Azul Brands;03/01/2023;05/08;;sim
13701;MARIA TEIXEIRA ROCHA;48985941495;04 - Porto Leste Aux;23/07/2020;;;nao
13702;PAULO MARTINS TEIXEIRA;48927018644;14 - Baixada Outlet;09/06/2025;27/08;;sim
13703;VITORIA CAMPOS RIBEIRO;48989872959;10 - Marina Brands;03/07/2023;24/10;24/10/1974;sim
13704;DIEGO CARVALHO GOMES;61968518915;06 - Campo Belo Centro;10/02/2018;22/12;;sim
13705;HELENA SOUZA CARVALHO;85994993968;08 - Riacho Outlet;18/05/2025;06/05;;nao
13706;FELIPE ALVES MARTINS;62968119187;04 - Porto Leste Aux;26/05/2024;14/06;14/06/1993;nao
13707;LUCAS CARVALHO SOUZA;51961387766;14 - Baixada Outlet;17/07/2026;05/10;;sim
13708;DANIELA PEREIRA GOMES;21911469941;15 - Metrô Outlet;24/10/2019;04/01;04/01/1972;sim
13709;VINICIUS GOMES ROCHA;61913503173;12 - Bairro Alto Prime;12/04/2018;21/04;21/04/1991;nao
13710;RODRIGO SANTOS CARVALHO;85950917547;08 - Riacho Outlet;23/06/2024;15/03;;sim
13711;VINICIUS GOMES PEREIRA;31939470205 / 47919924645;13 - Rio Claro Distrito;24/02/2023;28/12;;sim
13712;VITORIA CAMPOS MARTINS;85944759907;01 - Aurora Prime;28/06/2019;10/11;10/11/1962;sim
13713;THIAGO SILVA MELO;85995996691;07 - Serra Alta Porto;17/11/2025;22/01;;nao
13714;CARLOS GOMES ROCHA;41976824831;05 - Porto Sereno Praia;16/03/2022;07/03;;sim
13715;JESSICA RODRIGUES ALVES;71941702368;05 - Porto Sereno Praia;24/03/2018;;;sim
13716;RAFAEL CARDOSO FERREIRA;71978223857;11 - Cascata Distrito;14/08/2024;;;nao
13717;RAFAEL DIAS CAMPOS;81975399805;06 - Campo Belo Centro;09/07/2019;27/04;27/04/1962;sim
13718;LARISSA ROCHA ALVES;21983860910;10 - Marina Brands;06/01/2021;04/06;04/06/1981;nao
